day,scenario,appi,daily_ubi_amount,a_supply_total,a_unclaimed_total,a_decay_burn_total,b_supply_total,b_reserves,b_liabilities,reserve_coverage_ratio,crystallized_a_total,crystallized_b_total,top10_b_share,median_b_balance,gini_b,gini_integrity,virtual_stake_usage_rate,defense_quota_usage_rate,defense_quota_eligible_total
146,dispute_pressure,94.9584,94.9584,966337.9985,7878.2784,662156.6408,1750.5941,18395.5171,87.6059,209.9804,2247.8409,1604.4829,0.2528,10.5535,0.4416,0.2744,0.375,0.1094,7
147,dispute_pressure,92.8948,93.0592,970631.8368,6288.165,670620.0208,1750.5941,18395.5171,94.7544,194.139,2247.8409,1604.4829,0.2459,10.5535,0.4343,0.2737,0.375,0.1094,7
148,dispute_pressure,96.2116,96.2116,974146.2298,5812.8508,679126.3392,1750.5941,18395.5171,68.697,267.7777,2247.8409,1604.4829,0.2516,10.6973,0.442,0.2734,0.3636,0.1364,9
149,dispute_pressure,94.9911,94.9911,976352.9148,6463.6393,687667.8015,1750.5941,18395.5171,82.9764,221.6957,2247.8409,1604.4829,0.2544,11.2781,0.4493,0.2731,0.3582,0.1493,10
150,dispute_pressure,95.3177,95.3177,978168.4352,7522.7094,696231.3306,1750.5941,18395.5171,107.4901,171.1368,2247.8409,1604.4829,0.2586,11.2781,0.4482,0.2721,0.3529,0.1471,10
151,dispute_pressure,93.1402,93.4113,980410.0637,7908.7538,704813.015,1772.5744,18373.5368,107.0598,171.6193,2275.3163,1626.4632,0.2482,11.2781,0.4467,0.2748,0.3529,0.1471,10
152,dispute_pressure,94.6317,94.6317,983498.794,7554.7532,713417.1156,1772.5744,18373.5368,109.9219,167.1509,2275.3163,1626.4632,0.2466,11.2781,0.4414,0.2751,0.3478,0.1449,10
153,dispute_pressure,94.4493,94.4493,987141.5479,6610.9218,722052.1035,1772.5744,18373.5368,70.6533,260.0522,2275.3163,1626.4632,0.241,11.4328,0.4361,0.2753,0.3429,0.1429,10
154,dispute_pressure,94.8157,94.8157,989506.27,6911.3124,730723.519,1772.5744,18373.5368,89.7271,204.7713,2275.3163,1626.4632,0.239,11.4328,0.4403,0.273,0.3429,0.1429,10
155,dispute_pressure,92.3611,92.9193,993537.5875,5329.1477,739418.5817,1789.251,18356.8603,120.4772,152.3679,2296.162,1643.1397,0.2428,11.3976,0.4487,0.2712,0.3429,0.1429,10
156,dispute_pressure,94.466,94.466,994293.9251,7154.5062,748153.9576,1800.1704,18345.9408,98.2705,186.6882,2322.772,1654.0592,0.2376,11.4328,0.4426,0.2712,0.3521,0.1408,10
157,dispute_pressure,92.864,92.864,996663.1208,7186.0479,756896.8968,1815.2516,18330.8596,121.6519,150.6829,2341.6235,1669.1404,0.2497,11.3976,0.4501,0.27,0.3521,0.1408,10
158,dispute_pressure,94.2854,94.2854,999146.794,7232.923,765663.5281,1815.2516,18330.8596,162.3273,112.9253,2341.6235,1669.1404,0.2537,11.2424,0.4576,0.2703,0.3521,0.1408,10
159,dispute_pressure,95.1744,95.1744,1000626.7081,8330.6167,774454.996,1842.4888,18303.6224,146.4543,124.9784,2375.67,1696.3776,0.243,11.371,0.4429,0.2673,0.3472,0.1389,10
160,dispute_pressure,93.4564,93.4564,1003435.017,7886.0553,783261.2631,1863.3737,18282.7375,128.6439,142.119,2401.7761,1717.2625,0.2357,12.166,0.432,0.2676,0.3425,0.137,10
161,dispute_pressure,92.7628,92.7628,1006068.2972,7549.9628,792095.6132,1904.8578,18241.2535,70.2617,259.6188,2453.6312,1758.7465,0.2317,12.0466,0.4435,0.2628,0.3333,0.1333,10
162,dispute_pressure,95.5123,95.5123,1007305.5561,8895.3273,800956.2962,1919.7725,18226.3387,114.6715,158.944,2472.2746,1773.6613,0.2374,12.0466,0.4511,0.2619,0.3333,0.1333,10
163,dispute_pressure,96.8843,96.8843,1009248.7944,9681.9414,809829.3518,1919.7725,18226.3387,193.2779,94.3012,2472.2746,1773.6613,0.2322,11.3711,0.4562,0.2619,0.3333,0.1333,10
164,dispute_pressure,94.4447,94.9466,1012336.5445,9067.3217,818721.8397,1938.4933,18207.6179,158.6953,114.7332,2500.2452,1792.3821,0.2386,11.633,0.4552,0.2619,0.3247,0.1299,10
165,dispute_pressure,96.3949,96.3949,1017599.67,6436.6283,827645.2052,1953.0337,18193.0775,140.7436,129.264,2518.4207,1806.9225,0.2393,11.3638,0.4647,0.2599,0.3247,0.1299,10
166,dispute_pressure,97.473,97.473,1019655.9258,7074.2224,836621.2019,1971.5963,18174.5149,178.4399,101.8523,2541.624,1825.4851,0.2325,11.3638,0.4614,0.2622,0.3291,0.1392,11
167,dispute_pressure,94.7326,95.5236,1022078.5542,7106.436,845617.7611,2002.3997,18143.7115,168.467,107.6989,2580.1283,1856.2885,0.2319,11.3904,0.45,0.2632,0.325,0.15,12
168,dispute_pressure,95.4073,95.4073,1024986.6383,6601.9445,854638.5467,2002.3997,18143.7115,146.8934,123.5162,2580.1283,1856.2885,0.2341,12.0466,0.4401,0.2608,0.3171,0.1585,13
169,dispute_pressure,95.3594,95.3594,1025576.0562,8400.3371,863688.4131,2022.0009,18124.1103,136.2584,133.0128,2604.6297,1875.8897,0.2424,12.6693,0.44,0.2621,0.3133,0.1687,14
170,dispute_pressure,96.996,96.996,1029209.8172,7324.4273,872744.1736,2022.0009,18124.1103,96.3367,188.133,2604.6297,1875.8897,0.2486,13.1163,0.445,0.2613,0.3095,0.1667,14
171,dispute_pressure,99.1478,99.1478,1032940.1201,6384.3189,881836.2718,2022.0009,18124.1103,131.4675,137.86,2604.6297,1875.8897,0.2516,12.6693,0.4486,0.2606,0.3095,0.1667,14
172,dispute_pressure,96.9851,97.1649,1034009.8438,7804.2492,890965.673,2035.5044,18110.6068,146.8643,123.3152,2621.5091,1889.3932,0.2498,12.6693,0.448,0.2602,0.3059,0.1647,14
173,dispute_pressure,97.9035,97.9035,1037062.0435,7334.3142,900105.7714,2035.5044,18110.6068,145.9325,124.1026,2621.5091,1889.3932,0.2476,12.621,0.4493,0.2604,0.3023,0.1628,14
174,dispute_pressure,98.9726,98.9726,1041084.8726,6009.7121,909276.3919,2049.2493,18096.862,158.0713,114.4854,2647.4144,1903.138,0.2419,11.3654,0.4516,0.2626,0.2989,0.1724,15
175,dispute_pressure,98.03,98.03,1042065.2326,7559.782,918487.2406,2049.2493,18096.862,165.9409,109.056,2647.4144,1903.138,0.2407,12.621,0.4508,0.2608,0.2989,0.1724,15
176,dispute_pressure,101.6471,101.6471,1045460.5093,7120.0758,927707.8929,2093.5263,18052.5849,189.0134,95.5095,2702.7607,1947.4151,0.2357,13.0654,0.4425,0.2605,0.2955,0.1818,16
177,dispute_pressure,98.707,99.6142,1048574.5181,6692.1442,936962.498,2101.5651,18044.5461,190.1264,94.9081,2718.2061,1955.4539,0.2381,13.0654,0.4425,0.2612,0.2921,0.1798,16
178,dispute_pressure,99.5523,99.5523,1048348.7449,9568.9789,946248.2432,2135.0513,18011.0599,142.8679,126.0679,2760.0638,1988.9401,0.2403,13.0654,0.4491,0.2634,0.2921,0.1798,16
179,dispute_pressure,103.0104,103.0104,1051953.5485,9041.9301,955531.7306,2159.5721,17986.5391,83.966,214.2121,2790.7149,2013.4609,0.2399,13.068,0.4544,0.2615,0.2889,0.1778,16
180,dispute_pressure,102.937,102.937,1055833.9615,8194.4256,964851.2661,2159.5721,17986.5391,65.7308,273.6395,2790.7149,2013.4609,0.2465,13.068,0.4589,0.259,0.2889,0.1778,16
181,dispute_pressure,102.9651,102.9651,1058999.0557,8020.7303,974209.6057,2159.5721,17986.5391,70.5859,254.8178,2790.7149,2013.4609,0.2465,13.068,0.4593,0.2589,0.2889,0.1778,16
182,dispute_pressure,102.0303,102.0303,1061552.018,8291.7269,983599.5963,2168.196,17977.9152,93.7124,191.8414,2808.521,2022.0848,0.2471,13.0497,0.4666,0.2581,0.2857,0.1868,17
183,dispute_pressure,102.5991,102.5991,1065844.9159,6867.4101,993015.1165,2178.61,17967.5012,99.0416,181.4136,2821.5386,2032.4988,0.2504,12.2079,0.4661,0.2574,0.2826,0.1848,17
184,dispute_pressure,104.1814,104.1814,1066855.8103,8899.8317,1002473.5656,2184.5177,17961.5935,93.1203,192.8859,2828.9232,2038.4065,0.2402,13.1006,0.46,0.2553,0.2796,0.1828,17
185,dispute_pressure,102.4609,102.4609,1068804.7408,9777.6533,1011942.1237,2192.9694,17953.1418,166.6602,107.723,2839.4878,2046.8582,0.2469,13.0497,0.4562,0.2533,0.2796,0.1828,17
186,dispute_pressure,102.7469,102.7469,1072889.6743,8534.2994,1021430.1711,2215.2032,17930.908,196.4886,91.2567,2867.2801,2069.092,0.248,12.1653,0.4685,0.2544,0.2796,0.1828,17
187,dispute_pressure,104.8207,104.8207,1076665.8597,7800.1267,1030959.0679,2215.2032,17930.908,191.5936,93.5882,2867.2801,2069.092,0.2466,12.1653,0.4606,0.2526,0.2796,0.1828,17
188,dispute_pressure,106.3214,106.3214,1078791.9351,8854.5884,1040525.7265,2215.2032,17930.908,165.3188,108.4626,2867.2801,2069.092,0.2487,13.0497,0.4522,0.253,0.2766,0.1915,18
189,dispute_pressure,105.5794,105.5794,1083096.2491,7601.9891,1050113.6458,2215.2032,17930.908,217.5329,82.4285,2867.2801,2069.092,0.2441,12.7592,0.4554,0.2523,0.2737,0.1895,18
190,dispute_pressure,103.9385,103.9385,1087273.0343,6266.8651,1059744.6083,2232.865,17913.2462,173.3846,103.3151,2904.7494,2086.7538,0.2473,12.5296,0.4568,0.2513,0.2653,0.2041,20
191,dispute_pressure,104.1767,104.1767,1087610.6096,8757.759,1069417.3387,2232.865,17913.2462,150.7001,118.8668,2904.7494,2086.7538,0.2461,12.5296,0.469,0.2513,0.2653,0.2041,20
192,dispute_pressure,106.3063,106.3063,1090796.9556,8639.4355,1079093.4448,2232.865,17913.2462,139.8606,128.0793,2904.7494,2086.7538,0.244,12.5296,0.4647,0.2503,0.2653,0.2041,20
193,dispute_pressure,107.5388,107.5388,1093216.4468,9378.644,1088801.4143,2242.9679,17903.1433,107.0403,167.2562,2917.378,2096.8567,0.2476,13.1006,0.4659,0.2488,0.2574,0.2178,22
194,dispute_pressure,107.6466,107.6466,1098680.8342,7077.7136,1098533.5788,2242.9679,17903.1433,104.1416,171.9115,2917.378,2096.8567,0.254,13.1279,0.4623,0.2494,0.2574,0.2178,22
195,dispute_pressure,105.4172,105.4937,1098643.7015,9978.7579,1108320.3871,2247.8159,17898.2953,132.6526,134.9261,2928.7454,2101.7047,0.2516,13.1097,0.4604,0.2479,0.2549,0.2157,22
196,dispute_pressure,104.1734,104.1734,1102722.998,8613.8344,1118106.8241,2265.3969,17880.7143,166.7708,107.2173,2950.7216,2119.2857,0.2502,12.952,0.4574,0.2469,0.2549,0.2157,22
197,dispute_pressure,105.5191,105.5191,1107753.4171,6418.4821,1127934.0541,2295.7872,17850.324,129.3614,137.988,2988.7096,2149.676,0.2409,12.952,0.4567,0.2461,0.2524,0.233,24
198,dispute_pressure,105.2025,105.2025,1108923.7587,7994.9093,1137811.5883,2295.7872,17850.324,114.6871,155.6436,2988.7096,2149.676,0.2393,12.6873,0.4533,0.2439,0.2524,0.233,24
199,dispute_pressure,104.6639,104.6639,1110136.7025,9440.8551,1147700.8259,2295.7872,17850.324,96.1525,185.6459,2988.7096,2149.676,0.2365,12.9793,0.4534,0.2448,0.25,0.2404,25
200,dispute_pressure,104.7007,104.7007,1111891.4743,10268.4316,1157602.1929,2320.5389,17825.5723,115.8858,153.8202,3019.6491,2174.4277,0.2365,13.6376,0.4434,0.2444,0.25,0.2404,25
201,dispute_pressure,106.8934,106.8934,1115422.0781,9646.1173,1167521.1076,2327.3594,17818.7518,111.098,160.3877,3028.1748,2181.2482,0.2377,13.4326,0.4469,0.2448,0.25,0.2404,25
202,dispute_pressure,104.4422,104.7555,1118630.4679,9054.167,1177475.3284,2341.9766,17804.1346,103.0204,172.8214,3046.4462,2195.8654,0.2457,13.6376,0.4447,0.2441,0.25,0.2404,25
203,dispute_pressure,105.83,105.83,1121088.8211,9294.9199,1187461.6331,2351.2101,17794.9012,122.4576,145.3148,3057.9881,2205.0988,0.2459,13.6376,0.4418,0.2441,0.25,0.2404,25
204,dispute_pressure,105.9888,105.9888,1123223.3059,9839.4284,1197472.5213,2351.2101,17794.9012,128.5973,138.377,3057.9881,2205.0988,0.2441,14.1099,0.443,0.243,0.25,0.2404,25
205,dispute_pressure,104.286,104.286,1125329.9009,10179.5525,1207504.7544,2351.2101,17794.9012,126.3067,140.8864,3057.9881,2205.0988,0.242,15.4734,0.4386,0.2439,0.2453,0.2453,26
206,dispute_pressure,105.1851,105.1851,1128831.8867,9246.4778,1217558.0534,2400.6219,17745.4893,143.9019,123.3166,3132.1168,2254.5107,0.2345,15.8101,0.4246,0.2433,0.243,0.243,26
207,dispute_pressure,105.5518,105.5518,1131489.3103,9166.9484,1227646.3723,2400.6219,17745.4893,122.4013,144.9779,3132.1168,2254.5107,0.2336,15.8101,0.4272,0.2412,0.2407,0.2407,26
208,dispute_pressure,105.8399,105.8399,1134578.3476,8663.8016,1237761.2654,2400.6219,17745.4893,134.6554,131.7845,3132.1168,2254.5107,0.2335,15.8101,0.4254,0.2415,0.2364,0.2364,26
209,dispute_pressure,105.8082,105.8082,1136169.2951,9624.05,1247907.0488,2414.355,17731.7563,155.5289,114.0094,3149.2831,2268.2437,0.2357,15.5919,0.4276,0.2385,0.2364,0.2364,26
210,dispute_pressure,104.6917,104.6917,1139299.2931,8835.6258,1258068.7418,2428.9203,17717.1909,152.5627,116.1306,3167.4898,2282.8091,0.2224,17.0662,0.4072,0.238,0.2321,0.25,28
211,dispute_pressure,103.3262,103.3262,1143041.8185,7287.3232,1268261.7347,2428.9203,17717.1909,206.3766,85.8488,3167.4898,2282.8091,0.2236,17.1033,0.4021,0.238,0.2301,0.2566,29
212,dispute_pressure,103.8555,103.8555,1144096.7299,8420.8745,1278492.1529,2428.9203,17717.1909,192.916,91.8389,3167.4898,2282.8091,0.2189,17.4477,0.3874,0.2363,0.2222,0.2821,33
213,dispute_pressure,104.032,104.032,1148913.4012,5823.0068,1288733.1202,2452.6809,17693.4303,186.0085,95.1216,3197.1906,2306.5697,0.2189,17.4477,0.3882,0.2355,0.2203,0.2966,35
214,dispute_pressure,101.4594,101.9514,1150204.6141,6455.4739,1299022.2542,2490.0868,17656.0244,199.3932,88.5488,3243.948,2343.9756,0.2165,17.8627,0.3833,0.233,0.2203,0.2966,35
215,dispute_pressure,101.5212,101.5212,1152438.2725,6102.3173,1309324.3004,2528.2967,17617.8145,215.044,81.9266,3291.7103,2382.1855,0.2217,17.7405,0.3939,0.2326,0.2185,0.3025,36
216,dispute_pressure,102.4086,102.4086,1153862.4483,6642.7916,1319648.6831,2528.2967,17617.8145,277.8522,63.4071,3291.7103,2382.1855,0.2287,17.7405,0.3924,0.2324,0.2185,0.3025,36
217,dispute_pressure,101.3695,101.3695,1154896.46,7423.2881,1329987.3076,2552.3238,17593.7874,163.31,107.7325,3321.7442,2406.2126,0.214,17.8627,0.398,0.232,0.2114,0.3252,40
218,dispute_pressure,99.7322,99.7322,1155664.9705,8234.7198,1340336.2722,2565.6297,17580.4816,178.3561,98.5696,3348.8668,2419.5184,0.207,17.8627,0.3981,0.2304,0.2097,0.3226,40
219,dispute_pressure,99.9368,99.9368,1157424.6613,8110.7912,1350692.9219,2589.3534,17556.7578,171.7261,102.237,3378.5215,2443.2422,0.2192,17.7405,0.4137,0.2311,0.208,0.328,41
220,dispute_pressure,99.0763,99.0763,1159855.3741,7160.5363,1361067.1685,2589.3534,17556.7578,195.345,89.8756,3378.5215,2443.2422,0.2133,18.1087,0.3976,0.2299,0.2047,0.3307,42
221,dispute_pressure,97.6592,97.6592,1160275.077,8061.3884,1371465.7222,2589.3534,17556.7578,177.361,98.9888,3378.5215,2443.2422,0.2206,17.5658,0.4089,0.2293,0.2031,0.3281,42
222,dispute_pressure,98.7443,98.7443,1160512.3478,9270.6798,1381868.473,2597.8748,17548.2365,145.3703,120.714,3389.1731,2451.7635,0.2306,17.7405,0.414,0.2296,0.2016,0.3411,44
223,dispute_pressure,97.1351,97.1351,1161618.4514,9389.9035,1392273.5965,2637.519,17508.5923,167.501,104.5283,3438.7284,2491.4077,0.2308,17.4509,0.4155,0.2289,0.2016,0.3411,44
224,dispute_pressure,98.2885,98.2885,1163638.0842,8730.8612,1402689.781,2637.519,17508.5923,188.7785,92.7467,3438.7284,2491.4077,0.2267,17.4509,0.4098,0.227,0.197,0.3485,46
225,dispute_pressure,98.9138,98.9138,1165033.0025,8769.2139,1413126.1618,2637.519,17508.5923,192.9498,90.7417,3438.7284,2491.4077,0.2271,17.612,0.4108,0.2266,0.1955,0.3534,47
226,dispute_pressure,98.2264,98.2264,1165793.5761,9345.479,1423576.4918,2637.519,17508.5923,145.7698,120.1112,3438.7284,2491.4077,0.2327,17.612,0.416,0.2262,0.1985,0.3676,50
227,dispute_pressure,95.5347,96.2619,1168458.8157,7773.7291,1434034.4276,2648.1464,17497.9648,150.4141,116.3319,3456.5759,2502.0352,0.2374,17.2452,0.4302,0.2259,0.1971,0.3723,51
228,dispute_pressure,97.9654,97.9654,1170737.2019,6737.701,1444519.0158,2648.1464,17497.9648,174.9043,100.0431,3456.5759,2502.0352,0.2299,17.2452,0.431,0.2226,0.1957,0.3696,51
229,dispute_pressure,97.5965,97.5965,1171041.0214,7614.7041,1455026.3878,2648.1464,17497.9648,189.89,92.1479,3456.5759,2502.0352,0.2377,16.7843,0.4442,0.2224,0.1957,0.3696,51
230,dispute_pressure,97.3781,97.3781,1172968.1539,6824.4031,1465536.798,2648.1464,17497.9648,195.7728,89.3789,3456.5759,2502.0352,0.2558,16.7843,0.4587,0.223,0.1957,0.3696,51
231,dispute_pressure,96.5018,96.5018,1173090.4057,7752.6835,1476066.4795,2659.8866,17486.2246,203.4208,85.9609,3471.2511,2513.7754,0.2566,16.7843,0.4609,0.2217,0.1942,0.3813,53
232,dispute_pressure,94.9384,94.9384,1173709.0273,7946.9741,1486597.3836,2721.196,17424.9152,112.1306,155.3984,3556.3704,2575.0848,0.2557,18.1087,0.4605,0.2212,0.1915,0.3901,55
233,dispute_pressure,94.2934,94.2934,1173935.64,8443.6037,1497134.4739,2737.152,17408.9592,125.4107,138.8156,3576.3153,2591.0408,0.2528,18.1087,0.4594,0.2213,0.1915,0.3901,55
234,dispute_pressure,93.7875,93.7875,1174989.5645,8104.8273,1507673.8303,2768.6802,17377.431,170.0786,102.1729,3615.7256,2622.569,0.2538,16.3071,0.4739,0.2191,0.1888,0.3986,57
235,dispute_pressure,92.9952,92.9952,1176883.279,6815.8658,1518223.7259,2768.6802,17377.431,177.9749,97.6398,3615.7256,2622.569,0.2602,16.1183,0.4782,0.2191,0.1875,0.4097,59
236,dispute_pressure,96.3902,96.3902,1177433.6079,7240.5483,1528792.5587,2787.0628,17359.0484,167.9612,103.3516,3638.7038,2640.9516,0.263,16.1183,0.4865,0.218,0.1837,0.4286,63
237,dispute_pressure,94.5171,94.5171,1178712.792,6729.0753,1539366.8948,2815.0093,17331.1019,115.4913,150.0642,3673.637,2668.8981,0.2601,16.6954,0.4828,0.2176,0.1812,0.443,66
238,dispute_pressure,95.7284,95.7284,1178806.5386,7535.6106,1549954.0227,2815.0093,17331.1019,82.7389,209.4674,3673.637,2668.8981,0.2559,17.6529,0.4809,0.2151,0.1812,0.443,66
239,dispute_pressure,95.3238,95.3238,1178112.9552,9057.8245,1560542.0881,2816.8481,17329.2631,111.9848,154.7466,3678.4159,2670.7369,0.2572,18.4754,0.4761,0.2149,0.18,0.4533,68
240,dispute_pressure,95.0767,95.0767,1178668.81,9330.0431,1571123.2176,2816.8481,17329.2631,168.3334,102.946,3678.4159,2670.7369,0.2626,18.4294,0.4847,0.2145,0.18,0.4533,68
241,dispute_pressure,94.8652,94.8652,1181281.5912,7505.5318,1581709.9057,2822.6106,17323.5006,175.0456,98.9656,3685.619,2676.4994,0.2611,18.5771,0.4773,0.2155,0.1788,0.4636,70
242,dispute_pressure,93.1421,93.1421,1181745.6833,7605.6739,1592322.7217,2822.6106,17323.5006,191.1768,90.6151,3685.619,2676.4994,0.2627,18.4456,0.4801,0.2154,0.1776,0.4737,72
243,dispute_pressure,93.1599,93.1599,1181857.9282,8035.1513,1602940.1785,2822.6106,17323.5006,181.4524,95.4713,3685.619,2676.4994,0.2621,18.4456,0.4913,0.216,0.1765,0.4837,74
244,dispute_pressure,94.485,94.485,1182226.019,8374.1722,1613558.7578,2829.704,17316.4072,178.7076,96.898,3694.4858,2683.5928,0.2626,17.0713,0.4895,0.2168,0.1753,0.487,75
245,dispute_pressure,96.0914,96.0914,1183365.1598,8093.1352,1624181.018,2840.8089,17305.3023,187.0451,92.5194,3708.3669,2694.6977,0.2593,18.4456,0.4874,0.216,0.1742,0.4903,76
246,dispute_pressure,92.532,94.1695,1183230.4796,8889.1057,1634814.6696,2853.9746,17292.1366,113.458,152.41,3733.4127,2707.8634,0.2625,18.3436,0.4903,0.2153,0.1709,0.5127,81
247,dispute_pressure,96.1224,96.1224,1185001.1854,8020.7814,1645446.9744,2863.98,17282.1313,196.1925,88.0876,3745.9194,2717.8687,0.255,17.0713,0.4915,0.2148,0.1709,0.5127,81
248,dispute_pressure,94.9125,94.9125,1185845.2601,7895.03,1656096.9862,2901.0907,17245.0206,163.4386,105.5137,3799.1142,2754.9794,0.2537,17.0713,0.4942,0.2164,0.1688,0.525,84
249,dispute_pressure,94.6163,94.6163,1188148.0684,6255.7255,1666755.4388,2917.0975,17229.0137,154.7442,111.3386,3819.1228,2770.9863,0.2469,17.0713,0.4805,0.2129,0.1718,0.5337,87
250,dispute_pressure,96.7917,96.7917,1188037.7272,7299.5846,1677436.9195,2921.1722,17224.9391,140.0547,122.9872,3824.2161,2775.0609,0.2447,18.183,0.4698,0.211,0.1697,0.5394,89
251,dispute_pressure,93.384,94.8558,1189157.3517,6859.4517,1688117.2968,2942.7004,17203.4108,175.4093,98.0758,3851.1265,2796.5892,0.2422,17.0713,0.4703,0.2117,0.1687,0.5482,91
252,dispute_pressure,95.3824,95.3824,1188667.918,8103.1979,1698808.8703,2952.774,17193.3372,145.6352,118.0576,3863.7184,2806.6628,0.2375,17.5669,0.465,0.2104,0.1687,0.5482,91
253,dispute_pressure,95.8844,95.8844,1191070.5748,6506.3142,1709495.5495,2963.7104,17182.4008,169.3023,101.4895,3877.3889,2817.5992,0.2435,16.1183,0.471,0.2086,0.1687,0.5482,91
254,dispute_pressure,95.327,95.327,1192006.2672,6299.1554,1720206.2552,2971.9006,17174.2106,209.0727,82.1447,3887.6266,2825.7894,0.2412,16.1183,0.4673,0.209,0.1687,0.5482,91
255,dispute_pressure,98.2512,98.2512,1189059.649,10297.5735,1730926.3179,2971.9006,17174.2106,194.2485,88.4136,3887.6266,2825.7894,0.2445,15.5473,0.4664,0.2089,0.1687,0.5482,91
256,dispute_pressure,96.2641,96.2862,1189275.9286,10918.6903,1741616.9144,2986.1939,17159.9173,143.8392,119.2993,3913.98,2840.0827,0.2381,18.2901,0.4497,0.2076,0.1686,0.5581,96
257,dispute_pressure,96.6221,96.6221,1192762.1258,8307.7183,1752309.6737,2993.1803,17152.9309,196.2196,87.417,3922.7129,2847.0691,0.2266,18.2901,0.4458,0.209,0.1676,0.5607,97
258,dispute_pressure,98.2948,98.2948,1194133.1206,8004.4827,1763037.2949,2993.1803,17152.9309,248.6425,68.9863,3922.7129,2847.0691,0.2269,18.2901,0.4444,0.2086,0.1667,0.569,99
259,dispute_pressure,96.3413,96.3413,1195577.8934,7359.1964,1773778.6261,3016.9362,17129.175,209.1575,81.896,3952.4078,2870.825,0.2258,19.4189,0.4395,0.2086,0.1657,0.5771,101
260,dispute_pressure,99.3074,99.3074,1195927.1784,8163.2821,1784534.4051,3038.272,17107.8392,147.1353,116.2728,3979.0776,2892.1608,0.2305,19.4189,0.4425,0.2087,0.1648,0.5852,103
261,dispute_pressure,97.9239,97.9239,1196513.2201,8527.9039,1795293.6768,3038.272,17107.8392,173.727,98.4754,3979.0776,2892.1608,0.2226,19.9207,0.4347,0.2085,0.1638,0.5932,105
262,dispute_pressure,98.3401,98.3401,1199155.9853,6870.75,1806058.809,3052.9074,17093.2038,168.8287,101.2458,3997.3718,2906.7962,0.2293,20.7304,0.4445,0.2072,0.1638,0.5932,105
263,dispute_pressure,99.1241,99.1241,1199720.7488,7409.3165,1816850.3689,3052.9074,17093.2038,160.5388,106.474,3997.3718,2906.7962,0.2276,20.7809,0.4381,0.2069,0.1638,0.5932,105
264,dispute_pressure,99.1281,99.1281,1200980.5317,7229.92,1827647.5764,3077.2029,17068.9083,199.6702,85.4855,4027.7412,2931.0917,0.2296,20.3653,0.4409,0.205,0.1638,0.5932,105
265,dispute_pressure,99.5492,99.5492,1201627.4749,7650.1919,1838457.3817,3118.2206,17027.8907,194.2147,87.6756,4079.0132,2972.1093,0.2249,21.2016,0.4345,0.2045,0.1638,0.5932,105
266,dispute_pressure,101.1532,101.1532,1201864.7398,8735.0398,1849273.6564,3142.9324,17003.1788,144.8802,117.3603,4127.0105,2996.8212,0.2223,21.2016,0.4214,0.2039,0.1611,0.6056,109
267,dispute_pressure,101.0291,101.0291,1203696.924,8167.8738,1860092.3038,3172.898,16973.2132,158.3326,107.1997,4164.4675,3026.7868,0.2133,22.1555,0.4067,0.2027,0.1585,0.623,114
268,dispute_pressure,101.6494,101.6494,1203865.0114,9322.6494,1870929.2731,3207.4602,16938.651,167.1258,101.3527,4207.6703,3061.349,0.214,22.1555,0.409,0.2016,0.1585,0.623,114
269,dispute_pressure,103.9347,103.9347,1204845.3303,9969.5849,1881767.9232,3229.0886,16917.0226,174.5873,96.8972,4234.7058,3082.9774,0.2127,22.1555,0.4151,0.2016,0.1576,0.6304,116
270,dispute_pressure,104.4478,104.4478,1206257.0706,10169.1672,1892616.3765,3247.4858,16898.6255,179.5477,94.1177,4257.7022,3101.3745,0.2078,22.2675,0.4035,0.2013,0.1576,0.6304,116
271,dispute_pressure,102.2497,102.3589,1208372.4693,9474.2643,1903478.9472,3252.4941,16893.6171,166.4513,101.4929,4263.9627,3106.3829,0.2142,21.7071,0.4088,0.1999,0.1568,0.6378,118
272,dispute_pressure,102.443,102.443,1208989.6698,10266.5026,1914362.6719,3278.5843,16867.5269,119.1189,141.6025,4303.8349,3132.4731,0.2178,21.7071,0.4191,0.2007,0.1551,0.6471,121
273,dispute_pressure,103.5098,103.5098,1213341.5398,7422.5486,1925252.5686,3290.9873,16855.1239,131.5168,128.1594,4319.3387,3144.8761,0.2137,22.759,0.4193,0.2013,0.1543,0.6489,122
274,dispute_pressure,104.5615,104.5615,1215388.6618,6960.3791,1936185.984,3329.2267,16816.8845,157.917,106.4919,4367.1379,3183.1155,0.2127,22.759,0.4192,0.201,0.1534,0.6561,124
275,dispute_pressure,103.2285,103.2285,1215475.7536,8284.2715,1947139.8706,3333.9441,16812.1671,173.2948,97.0148,4375.0003,3187.8329,0.2126,22.759,0.423,0.2019,0.1518,0.6702,128
276,dispute_pressure,106.4529,106.4529,1217782.7751,7796.8457,1958094.6281,3333.9441,16812.1671,192.6976,87.2464,4375.0003,3187.8329,0.2139,21.8801,0.4297,0.1997,0.1495,0.6804,132
277,dispute_pressure,103.4021,104.3239,1217900.0307,9213.0797,1969072.4559,3333.9441,16812.1671,230.9273,72.8029,4375.0003,3187.8329,0.2264,21.5743,0.4413,0.1987,0.1495,0.6804,132
278,dispute_pressure,105.3355,105.3355,1218974.2812,9770.1581,1980051.4562,3351.9824,16794.1288,259.8881,64.6206,4397.5482,3205.8712,0.2225,20.7522,0.4464,0.1994,0.1495,0.6804,132
