day,scenario,appi,daily_ubi_amount,a_supply_total,a_unclaimed_total,a_decay_burn_total,b_supply_total,b_reserves,b_liabilities,reserve_coverage_ratio,crystallized_a_total,crystallized_b_total,top10_b_share,median_b_balance,gini_b,gini_integrity,virtual_stake_usage_rate,defense_quota_usage_rate,defense_quota_uptake_rate,defense_quota_eligible_total
215,appi_shock,193.1024,193.1024,1955535.4215,11785.4329,2191615.8481,6229.1277,13916.9835,373.2014,37.2908,7784.3677,6083.0165,0.265,39.744,0.4547,0.2113,0.0488,0.3049,1.0,25
216,appi_shock,195.9837,195.9837,1963198.0867,8198.6045,2210021.2024,6253.9976,13892.1136,362.1869,38.3562,7815.4551,6107.8864,0.2655,39.522,0.4629,0.2117,0.0488,0.3049,1.0,25
217,appi_shock,194.0136,194.0136,1962197.4726,13028.8007,2228503.1832,6299.5413,13846.5699,373.5181,37.0707,7872.3846,6153.4301,0.2641,39.744,0.4606,0.2109,0.0488,0.3049,1.0,25
218,appi_shock,193.2466,193.2466,1966936.8214,12010.2747,2246975.1579,6306.2013,13839.9099,244.2216,56.6695,7902.9446,6160.0901,0.2706,39.1621,0.4694,0.208,0.0476,0.3095,1.0,26
219,appi_shock,190.7577,190.7577,1971502.0754,10735.7731,2265494.5262,6306.2013,13839.9099,331.6416,41.7315,7902.9446,6160.0901,0.27,39.1621,0.4742,0.2083,0.0476,0.3095,1.0,26
220,appi_shock,193.5329,193.5329,1973391.2869,12537.8279,2284059.5469,6314.1777,13831.9335,414.9925,33.3306,7931.0006,6168.0665,0.2761,34.9652,0.482,0.2093,0.0465,0.3256,1.0,28
221,appi_shock,192.7091,192.7091,1978698.2228,10795.6332,2302643.4598,6373.6586,13772.4526,391.9645,35.137,8005.3517,6227.5474,0.276,34.9652,0.4806,0.208,0.0465,0.3256,1.0,28
222,appi_shock,186.8597,188.855,1981907.0351,10640.0156,2321280.442,6403.6614,13742.4498,400.9264,34.2767,8042.8551,6257.5502,0.2814,34.9652,0.4828,0.2041,0.0465,0.3256,1.0,28
223,appi_shock,188.5081,188.5081,1984543.6499,10954.7846,2339949.5124,6472.5608,13673.5504,262.5578,52.0782,8128.9794,6326.4496,0.2779,39.9703,0.4706,0.2032,0.0465,0.3256,1.0,28
224,appi_shock,184.9079,184.9079,1983823.7993,14179.6402,2358644.9489,6523.7379,13622.3733,247.4337,55.0546,8192.9507,6377.6267,0.2823,38.972,0.4862,0.2032,0.0465,0.3256,1.0,28
225,appi_shock,184.3798,184.3798,1990487.8042,9995.2363,2377333.1869,6523.7379,13622.3733,438.9485,31.0341,8192.9507,6377.6267,0.2872,34.0494,0.4926,0.2037,0.0465,0.3256,1.0,28
226,appi_shock,182.1564,182.1564,1991883.7163,10792.4339,2396088.0649,6523.7379,13622.3733,491.1645,27.7349,8192.9507,6377.6267,0.2853,37.9646,0.4843,0.2031,0.0465,0.3256,1.0,28
227,appi_shock,186.0034,186.0034,1993389.6869,11832.9221,2414856.9021,6532.6335,13613.4777,478.4029,28.4561,8204.0703,6386.5223,0.2861,39.9703,0.4857,0.2003,0.0465,0.3256,1.0,28
228,appi_shock,180.8275,182.2833,1993118.0519,14283.2378,2433640.7989,6583.2981,13562.8131,263.7304,51.4268,8283.0321,6437.1869,0.2837,40.211,0.4861,0.1997,0.0444,0.3556,1.0,32
229,appi_shock,185.5934,185.5934,1999339.49,10531.9613,2452421.9794,6619.5735,13526.5377,224.4978,60.2524,8328.3763,6473.4623,0.2788,41.7024,0.4741,0.1989,0.0426,0.3617,1.0,34
230,appi_shock,186.2086,186.2086,1998118.455,14296.1188,2471265.3743,6664.1094,13482.0018,182.5983,73.8342,8384.0462,6517.9982,0.2727,42.552,0.4705,0.1979,0.0417,0.375,1.0,36
231,appi_shock,181.4347,182.4844,2000016.1596,14522.399,2490096.5589,6664.1094,13482.0018,324.0106,41.6098,8384.0462,6517.9982,0.2721,41.7024,0.4781,0.1979,0.0417,0.375,1.0,36
232,appi_shock,182.0582,182.0582,2005933.6364,10598.0854,2508946.7205,6690.2497,13455.8615,451.1361,29.8266,8438.1897,6544.1385,0.2755,40.0549,0.4871,0.1976,0.0408,0.3878,1.0,38
233,appi_shock,177.5427,178.417,2007885.5943,10244.9266,2527856.0569,6690.2497,13455.8615,433.3961,31.0475,8438.1897,6544.1385,0.2744,38.7236,0.4847,0.1977,0.0408,0.3878,1.0,38
234,appi_shock,179.2154,179.2154,2008636.431,11136.4963,2546784.9128,6714.6795,13431.4317,424.0619,31.6733,8468.7269,6568.5683,0.2727,38.7236,0.476,0.1968,0.0408,0.3878,1.0,38
235,appi_shock,177.3352,177.3352,2011046.6485,10144.726,2565721.2771,6753.9149,13392.1963,552.0045,24.261,8517.7712,6607.8037,0.2788,36.6343,0.4738,0.1971,0.04,0.4,1.0,40
236,appi_shock,176.8315,176.8315,2012452.3176,10093.6744,2584681.7436,6785.2729,13360.8383,498.1176,26.8227,8556.9687,6639.1617,0.2807,38.7236,0.4789,0.195,0.04,0.4,1.0,40
237,appi_shock,178.0205,178.0205,2014361.569,9601.7668,2603656.2668,6816.0836,13330.0276,426.5074,31.2539,8595.482,6669.9724,0.2758,35.9554,0.4865,0.1974,0.04,0.4,1.0,40
238,appi_shock,176.371,176.371,2013872.2817,11321.3729,2622649.8825,6865.7444,13280.3668,287.5615,46.1827,8657.558,6719.6332,0.2682,39.5424,0.4848,0.1982,0.0392,0.4118,1.0,42
239,appi_shock,175.542,175.542,2012927.8327,13386.0334,2641638.6053,6916.2,13229.9112,328.7396,40.2444,8720.6275,6770.0888,0.2673,38.1796,0.4889,0.1969,0.0392,0.4118,1.0,42
240,appi_shock,182.4057,182.4057,2012383.4752,15825.7502,2660617.8836,6975.3164,13170.7948,273.3418,48.1843,8794.523,6829.2052,0.2702,39.5424,0.4961,0.1977,0.0392,0.4118,1.0,42
241,appi_shock,181.4206,181.4206,2017786.3365,12312.4259,2679591.7184,7050.9216,13095.1896,336.8503,38.8754,8896.5375,6904.8104,0.2745,38.2109,0.4938,0.1948,0.0385,0.4135,1.0,43
242,appi_shock,180.4723,180.4723,2018633.1075,13192.1035,2698619.5817,7093.1739,13052.9373,282.0605,46.2771,8949.3529,6947.0627,0.2807,38.1796,0.499,0.1937,0.0385,0.4135,1.0,43
243,appi_shock,179.2085,179.2085,2020239.9875,13122.3121,2717655.9128,7108.1982,13037.9131,393.3487,33.1459,8974.3933,6962.0869,0.2812,36.6343,0.5047,0.1935,0.0377,0.4151,1.0,44
244,appi_shock,178.6117,178.6117,2024806.7549,10029.9907,2736708.3127,7108.1982,13037.9131,224.0275,58.1978,8974.3933,6962.0869,0.2772,38.2109,0.495,0.1906,0.037,0.4167,1.0,45
245,appi_shock,176.3332,176.3332,2025533.335,10436.7497,2755806.3802,7136.6407,13009.4705,254.7911,51.0594,9009.9466,6990.5295,0.2848,38.1796,0.5059,0.1908,0.0364,0.4273,1.0,47
246,appi_shock,182.7131,182.7131,2028302.1943,9574.5655,2774911.7136,7184.9645,12961.1467,293.9557,44.0922,9070.3513,7038.8533,0.2826,39.7509,0.4969,0.1884,0.0357,0.4286,1.0,48
247,appi_shock,176.4845,179.0589,2030695.5617,8622.262,2794044.7355,7184.9645,12961.1467,233.6688,55.468,9070.3513,7038.8533,0.2716,42.7645,0.4902,0.1872,0.0357,0.4286,1.0,48
248,appi_shock,181.9395,181.9395,2029802.5916,11242.2396,2813201.6911,7184.9645,12961.1467,300.2594,43.1665,9070.3513,7038.8533,0.2753,42.7645,0.49,0.1876,0.0357,0.4286,1.0,48
249,appi_shock,177.2118,178.3007,2030832.9982,11484.9608,2832349.717,7219.6479,12926.4633,238.7501,54.1422,9113.7056,7073.5367,0.2658,44.6267,0.4749,0.1859,0.0357,0.4286,1.0,48
250,appi_shock,176.6922,176.6922,2029014.286,14399.002,2851508.047,7247.085,12899.0262,340.7189,37.8583,9148.0019,7100.9738,0.2669,44.6267,0.478,0.1868,0.0357,0.4286,1.0,48
251,appi_shock,177.9702,177.9702,2032172.3134,12448.6132,2870648.1899,7276.5907,12869.5206,352.3986,36.5198,9184.884,7130.4794,0.2657,45.0953,0.4734,0.1865,0.0357,0.4286,1.0,48
252,appi_shock,178.8059,178.8059,2035439.65,10527.9425,2889819.913,7295.3562,12850.755,461.4982,27.8457,9208.341,7149.245,0.2685,44.6267,0.479,0.1866,0.0357,0.4286,1.0,48
253,appi_shock,181.5386,181.5386,2036250.8482,11354.972,2909024.3095,7317.5223,12828.5889,390.1106,32.8845,9236.0485,7171.4111,0.2682,44.6267,0.4855,0.1874,0.0357,0.4286,1.0,48
254,appi_shock,180.1485,180.1485,2038785.929,10266.657,2928236.818,7455.6255,12690.4857,339.8241,37.3443,9408.6775,7309.5143,0.2703,43.1463,0.4896,0.1873,0.0357,0.4286,1.0,48
255,appi_shock,184.2537,184.2537,2041966.0963,8984.7282,2947474.6773,7476.1265,12669.9847,432.4496,29.2982,9434.3038,7330.0153,0.2722,42.7645,0.4975,0.1883,0.0357,0.4286,1.0,48
256,appi_shock,184.2229,184.2229,2042360.6983,10490.301,2966744.3383,7518.5136,12627.5977,484.8065,26.0467,9487.2876,7372.4023,0.2737,39.7509,0.4919,0.1884,0.0357,0.4286,1.0,48
257,appi_shock,180.8849,180.8849,2044666.3633,9653.8741,2986017.9452,7541.7656,12604.3456,439.3434,28.6891,9516.3527,7395.6544,0.2675,43.1463,0.4867,0.1899,0.0357,0.4286,1.0,48
258,appi_shock,188.9454,188.9454,2044882.4464,11776.5771,3005314.6089,7584.2942,12561.817,586.8674,21.4049,9569.5134,7438.183,0.2702,42.7645,0.4872,0.1892,0.0357,0.4286,1.0,48
259,appi_shock,183.6687,185.1665,2045114.7885,13539.5592,3024613.4333,7596.9712,12549.14,612.7101,20.4814,9585.3596,7450.86,0.2783,40.4464,0.4874,0.1868,0.0357,0.4286,1.0,48
260,appi_shock,183.2935,183.2935,2049366.3812,11043.5133,3043914.5812,7748.527,12397.5842,487.2126,25.4459,9774.8044,7602.4158,0.2685,43.1463,0.4697,0.1857,0.0357,0.4286,1.0,48
261,appi_shock,189.9868,189.9868,2051834.8877,10929.273,3063258.245,7748.527,12397.5842,574.3969,21.5837,9774.8044,7602.4158,0.2673,44.3905,0.4675,0.1858,0.0357,0.4286,1.0,48
262,appi_shock,189.0783,189.0783,2054548.6553,10552.7871,3082626.5939,7776.5028,12369.6084,373.9108,33.0817,9822.0479,7630.3916,0.2602,44.3905,0.4579,0.184,0.0431,0.431,1.0,50
263,appi_shock,188.4237,188.4237,2054701.0511,12618.4986,3102022.0805,7820.6083,12325.5029,390.9785,31.5248,9877.1798,7674.4971,0.2617,44.3905,0.4566,0.1839,0.0431,0.431,1.0,50
264,appi_shock,189.3803,189.3803,2060950.9607,8700.0188,3121419.091,7903.2518,12242.8594,368.9231,33.1854,9980.4841,7757.1406,0.2568,45.0953,0.4575,0.1828,0.0431,0.431,1.0,50
265,appi_shock,190.2902,190.2902,2059477.3947,12538.0398,3140878.6006,7933.9532,12212.1581,357.7439,34.1366,10018.8609,7787.8419,0.2548,49.161,0.4565,0.1822,0.0431,0.431,1.0,50
266,appi_shock,187.9195,187.9195,2064506.3418,9621.4668,3160323.3745,7933.9532,12212.1581,354.0544,34.4923,10018.8609,7787.8419,0.2519,52.6295,0.448,0.1821,0.0431,0.431,1.0,50
267,appi_shock,194.0333,194.0333,2065168.0696,11749.1537,3179818.4379,8000.5693,12145.5419,367.6296,33.0374,10102.1311,7854.4581,0.2541,48.2124,0.4561,0.1821,0.0431,0.431,1.0,50
268,appi_shock,193.781,193.781,2069817.0246,9855.4311,3199320.1186,8031.4621,12114.6491,430.6282,28.1325,10140.747,7885.3509,0.2566,46.6303,0.4606,0.1818,0.0431,0.431,1.0,50
269,appi_shock,191.6085,191.6085,2069927.7231,12107.5093,3218868.2889,8066.0805,12080.0307,473.9249,25.4893,10190.9957,7919.9693,0.2563,48.2124,0.452,0.1821,0.0424,0.4407,1.0,52
270,appi_shock,194.8636,194.8636,2073712.6525,11054.1484,3238417.5661,8173.6821,11972.4291,545.1037,21.9636,10325.4978,8027.5709,0.2553,48.2124,0.447,0.1817,0.0424,0.4407,1.0,52
271,appi_shock,192.3721,192.3721,2078584.2022,8677.6405,3258004.6926,8271.4391,11874.6721,451.0203,26.3285,10447.694,8125.3279,0.2556,51.1714,0.4505,0.1798,0.0424,0.4407,1.0,52
272,appi_shock,199.5371,199.5371,2080092.6293,10480.1397,3277640.5347,8303.9355,11842.1757,527.6883,22.4416,10488.3145,8157.8243,0.2634,51.9032,0.4499,0.1793,0.0424,0.4407,1.0,52
273,appi_shock,194.4963,195.5464,2080659.8451,12749.8304,3297291.461,8339.3108,11806.8004,481.9292,24.499,10532.5336,8193.1996,0.2658,51.9032,0.4616,0.1805,0.0424,0.4407,1.0,52
274,appi_shock,193.9886,193.9886,2082976.1324,13045.8529,3316948.0594,8339.3108,11806.8004,499.348,23.6444,10532.5336,8193.1996,0.265,53.6477,0.4538,0.1801,0.0424,0.4407,1.0,52
275,appi_shock,197.0661,197.0661,2084064.0689,14907.5555,3336627.8207,8339.3108,11806.8004,638.3313,18.4964,10532.5336,8193.1996,0.2603,53.6477,0.4507,0.179,0.0417,0.45,1.0,54
276,appi_shock,197.0936,197.0936,2086682.8683,15140.9999,3356318.4614,8339.3108,11806.8004,449.7075,26.2544,10532.5336,8193.1996,0.2543,54.1238,0.4394,0.1788,0.041,0.459,1.0,56
277,appi_shock,200.5237,200.5237,2094594.1189,10573.144,3376035.2901,8469.4381,11676.6731,381.4779,30.609,10695.1927,8323.3269,0.2486,56.9842,0.4274,0.1759,0.041,0.459,1.0,56
278,appi_shock,200.8413,200.8413,2095741.261,12633.5626,3395831.2313,8496.0017,11650.1095,421.5996,27.6331,10728.3972,8349.8905,0.2536,55.49,0.4271,0.1761,0.041,0.459,1.0,56
279,appi_shock,198.5901,198.5901,2099401.7343,11964.4153,3415638.6439,8570.596,11575.5152,527.1837,21.9573,10821.6401,8424.4848,0.2572,55.49,0.435,0.176,0.041,0.459,1.0,56
280,appi_shock,201.6387,201.6387,2101858.9121,12851.6759,3435482.6612,8570.596,11575.5152,478.3461,24.199,10821.6401,8424.4848,0.2542,56.9842,0.4365,0.1774,0.041,0.459,1.0,56
281,appi_shock,201.4905,201.4905,2103837.2691,14089.7905,3455351.2504,8601.8928,11544.2184,410.4203,28.1278,10860.7611,8455.7816,0.2492,58.9423,0.4268,0.176,0.041,0.459,1.0,56
282,appi_shock,200.2812,200.2812,2108024.3742,13046.6458,3475239.6231,8635.7598,11510.3514,337.6024,34.0944,10903.0949,8489.6486,0.2461,58.9423,0.4256,0.1752,0.0403,0.4677,1.0,58
283,appi_shock,201.6765,201.6765,2112426.4853,11879.7317,3495169.8668,8635.7598,11510.3514,406.7221,28.3003,10903.0949,8489.6486,0.2475,58.9423,0.431,0.1758,0.0403,0.4677,1.0,58
284,appi_shock,202.5569,202.5569,2111443.0706,16164.9143,3515144.1317,8685.381,11460.7302,384.6423,29.7958,10965.1214,8539.2698,0.2441,58.9423,0.4321,0.1749,0.0403,0.4677,1.0,58
285,appi_shock,198.7903,198.7903,2116294.6394,14209.8037,3535108.5624,8707.269,11438.8422,356.6652,32.0717,10992.4813,8561.1578,0.2539,52.349,0.4439,0.1768,0.0403,0.4677,1.0,58
286,appi_shock,205.1394,205.1394,2125104.132,8954.0138,3555121.5088,8707.269,11438.8422,564.6669,20.2577,10992.4813,8561.1578,0.2597,48.2926,0.4558,0.1772,0.0403,0.4677,1.0,58
287,appi_shock,198.8107,201.0366,2127734.3411,9275.6758,3575222.5501,8717.154,11428.9572,498.0401,22.9479,11004.8376,8571.0428,0.2648,52.2603,0.4591,0.1777,0.0403,0.4677,1.0,58
288,appi_shock,198.6952,198.6952,2126008.6973,13596.0414,3595349.8935,8762.6868,11383.4244,553.0739,20.5821,11061.7536,8616.5756,0.2609,53.3438,0.4542,0.1772,0.0403,0.4677,1.0,58
289,appi_shock,203.4364,203.4364,2131571.676,11318.1675,3615459.9805,8785.4348,11360.6764,571.0959,19.8928,11090.1886,8639.3236,0.2624,53.3438,0.4565,0.1771,0.0403,0.4677,1.0,58
290,appi_shock,203.846,203.846,2132914.4289,13207.7343,3635625.6972,8806.579,11339.5322,422.4836,26.8402,11116.6188,8660.4678,0.2604,58.2939,0.4541,0.1763,0.0397,0.4762,1.0,60
291,appi_shock,197.4831,199.7691,2137231.4518,11649.7303,3655804.8415,8870.3341,11275.7771,352.3912,31.9979,11196.3128,8724.2229,0.2557,58.8621,0.4492,0.175,0.0397,0.4762,1.0,60
292,appi_shock,197.3502,197.3502,2141014.5412,10301.8086,3676027.156,8870.3341,11275.7771,374.7338,30.0901,11196.3128,8724.2229,0.255,58.9423,0.4442,0.1746,0.0397,0.4762,1.0,60
293,appi_shock,197.9651,197.9651,2142689.7971,11079.1983,3696287.3014,8870.3341,11275.7771,385.923,29.2177,11196.3128,8724.2229,0.2613,58.9423,0.4482,0.1739,0.0397,0.4762,1.0,60
294,appi_shock,201.5385,201.5385,2147358.2526,9230.2344,3716564.1994,8933.4872,11212.624,511.2574,21.9315,11275.2542,8787.376,0.2626,58.9423,0.4453,0.1746,0.0397,0.4762,1.0,60
295,appi_shock,200.1329,200.1329,2146210.8722,13023.2174,3736887.7819,9027.2506,11118.8606,520.0091,21.382,11405.7562,8881.1394,0.2718,58.8621,0.4592,0.1766,0.0391,0.4844,1.0,62
296,appi_shock,195.2563,196.1302,2147560.0161,13845.6198,3757199.8907,9064.1254,11081.9858,514.5886,21.5356,11451.8497,8918.0142,0.2698,60.4501,0.4505,0.1762,0.0391,0.4844,1.0,62
297,appi_shock,200.2548,200.2548,2151360.1535,12749.1877,3777525.4908,9092.3535,11053.7578,522.4154,21.1589,11487.1347,8946.2422,0.2701,60.4501,0.4534,0.1769,0.0391,0.4844,1.0,62
298,appi_shock,198.3179,198.3179,2153132.2768,13305.7028,3797889.0923,9176.765,10969.3462,417.5709,26.2694,11592.6492,9030.6538,0.2616,61.0253,0.4436,0.1745,0.0385,0.4923,1.0,64
299,appi_shock,197.8282,197.8282,2156110.6304,12680.9166,3818270.4151,9206.6015,10939.5097,417.7903,26.1842,11629.9449,9060.4903,0.2629,59.0092,0.4469,0.1745,0.0385,0.4923,1.0,64
300,appi_shock,193.9511,193.9511,2162302.2989,8198.5471,3838681.5214,9279.9281,10866.1831,526.1806,20.6511,11721.6031,9133.8169,0.2644,60.4501,0.4493,0.1744,0.0385,0.4923,1.0,64
301,appi_shock,195.6006,195.6006,2162676.4578,9774.585,3859154.5444,9331.0369,10815.0743,544.9192,19.8471,11785.489,9184.9257,0.2627,60.4863,0.4387,0.174,0.0385,0.4923,1.0,64
302,appi_shock,193.0232,193.0232,2163052.6855,11043.766,3879631.309,9376.8303,10769.281,493.3397,21.8293,11842.7308,9230.719,0.2598,60.6381,0.4343,0.1752,0.0385,0.4923,1.0,64
303,appi_shock,195.962,195.962,2164551.5123,11513.4976,3900111.8358,9466.0003,10680.1109,513.5992,20.7946,11954.1933,9319.8891,0.2604,61.0253,0.4337,0.1742,0.0385,0.4923,1.0,64
304,appi_shock,193.6358,193.6358,2166723.4198,11057.3312,3920607.351,9555.9539,10590.1573,465.9146,22.7298,12066.6353,9409.8427,0.2578,62.826,0.4272,0.172,0.0385,0.4923,1.0,64
305,appi_shock,190.3066,190.3066,2168348.8205,10719.4228,3941124.5852,9570.0762,10576.035,378.4559,27.9452,12084.2882,9423.965,0.2561,62.826,0.42,0.1693,0.0385,0.4923,1.0,64
306,appi_shock,191.718,191.718,2170157.7318,10343.5086,3961658.0734,9622.601,10523.5102,390.9589,26.9172,12149.9442,9476.4898,0.2539,62.9579,0.4219,0.1691,0.0379,0.5,1.0,66
307,appi_shock,190.3831,190.3831,2168835.9135,12970.3545,3982209.6507,9656.2295,10489.8818,343.29,30.5569,12191.9797,9510.1182,0.2518,64.1153,0.4149,0.1675,0.0379,0.5,1.0,66
308,appi_shock,190.0933,190.0933,2168096.3452,15032.2975,4002748.0098,9746.548,10399.5632,379.7852,27.3828,12304.8779,9600.4368,0.256,62.9579,0.426,0.167,0.0379,0.5,1.0,66
309,appi_shock,187.1256,187.1256,2168619.2936,15465.0565,4023278.9733,9792.0402,10354.0711,370.5322,27.9438,12361.7431,9645.9289,0.2571,62.826,0.4246,0.1672,0.0379,0.5,1.0,66
310,appi_shock,187.4592,187.4592,2173011.5718,12016.7143,4043815.1662,9844.8719,10301.2393,416.4159,24.7379,12427.7828,9698.7607,0.2622,62.826,0.4266,0.1669,0.0379,0.5,1.0,66
311,appi_shock,186.0006,186.0006,2168396.9368,17363.6492,4064395.2819,9887.0187,10259.0925,427.0665,24.0222,12502.7783,9740.9075,0.2639,62.4958,0.432,0.1677,0.0373,0.5075,1.0,68
312,appi_shock,188.6067,188.6067,2176713.8512,10140.2264,4084929.2513,9904.1427,10241.9686,520.1068,19.692,12524.1833,9758.0314,0.2614,62.826,0.4362,0.1674,0.0373,0.5075,1.0,68
313,appi_shock,189.2623,189.2623,2175883.8912,12073.5678,4105546.3898,9940.4588,10205.6524,470.0313,21.7127,12569.5784,9794.3476,0.2548,63.3289,0.4201,0.1669,0.0373,0.5075,1.0,68
314,appi_shock,187.5787,187.5787,2178136.71,10709.9176,4126155.2287,9957.9882,10188.123,558.8142,18.2317,12591.4903,9811.877,0.2591,62.4958,0.4272,0.1675,0.0373,0.5075,1.0,68
315,appi_shock,187.6197,187.6197,2179805.9023,9946.1456,4146786.5958,9957.9882,10188.123,523.0527,19.4782,12591.4903,9811.877,0.2572,63.3289,0.4318,0.1658,0.0373,0.5075,1.0,68
316,appi_shock,186.8781,186.8781,2182177.3422,8417.6323,4167434.6548,10063.6319,10082.4793,462.972,21.7777,12723.5449,9917.5207,0.2548,69.1141,0.4248,0.1646,0.0368,0.5,1.0,68
317,appi_shock,180.1549,183.1406,2181348.6017,9585.3355,4188106.4283,10063.6319,10082.4793,516.4139,19.524,12723.5449,9917.5207,0.2551,61.939,0.4329,0.163,0.0362,0.5072,1.0,70
318,appi_shock,182.7926,182.7926,2179328.4075,11911.9947,4208769.9143,10116.8427,10029.2685,517.4671,19.3815,12790.0583,9970.7315,0.2522,62.8451,0.4347,0.1613,0.0362,0.5072,1.0,70
319,appi_shock,182.713,182.713,2179504.4973,12070.6412,4229413.1984,10180.9216,9965.1896,597.1853,16.6869,12870.157,10034.8104,0.2597,61.939,0.4442,0.1613,0.0362,0.5072,1.0,70
320,appi_shock,181.3867,181.3867,2181569.1315,10187.7669,4250058.2433,10198.1476,9947.9636,554.4676,17.9415,12891.6895,10052.0364,0.2589,69.6757,0.4442,0.1614,0.0362,0.5072,1.0,70
321,appi_shock,179.2116,179.2116,2179306.9511,12257.3743,4270723.9346,10258.967,9887.1443,657.7438,15.0319,12967.7137,10112.8557,0.2588,69.6757,0.446,0.1601,0.0357,0.5143,1.0,72
322,appi_shock,181.4256,181.4256,2181548.165,10144.2205,4291367.0042,10286.1472,9859.964,615.0232,16.0319,13001.689,10140.036,0.2506,72.2046,0.4381,0.1589,0.0357,0.5143,1.0,72
323,appi_shock,176.2307,177.7971,2182857.146,8575.5903,4312032.4858,10467.3572,9678.7541,464.2459,20.8483,13228.2014,10321.2459,0.244,73.0404,0.4237,0.1576,0.0357,0.5143,1.0,72
324,appi_shock,181.792,181.792,2180375.7872,11210.7638,4332711.0573,10467.3572,9678.7541,518.1524,18.6794,13228.2014,10321.2459,0.2407,74.9749,0.4189,0.1559,0.0357,0.5143,1.0,72
325,appi_shock,176.1916,178.1562,2181882.7595,9488.4656,4353364.8151,10506.0926,9640.0187,359.6979,26.8003,13276.6207,10359.9813,0.2461,77.5768,0.4208,0.1559,0.0357,0.5143,1.0,72
326,appi_shock,175.6464,175.6464,2179943.284,10958.4524,4374033.6427,10526.0889,9620.0223,462.7338,20.7895,13309.9479,10379.9777,0.2464,78.3677,0.4156,0.1569,0.0352,0.5141,1.0,73
327,appi_shock,179.1445,179.1445,2177085.2821,13726.039,4394683.0756,10546.6457,9599.4656,453.2329,21.18,13335.6439,10400.5344,0.248,75.6611,0.4234,0.1567,0.0352,0.5141,1.0,73
328,appi_shock,181.5315,181.5315,2180010.1412,10989.7928,4415303.9284,10559.269,9586.8423,409.0686,23.4358,13351.423,10413.1577,0.2468,77.5768,0.4176,0.1553,0.0352,0.5141,1.0,73
329,appi_shock,180.6245,180.6245,2179695.5651,11377.2761,4435954.0298,10598.3156,9547.7957,289.0729,33.029,13400.2312,10452.2043,0.2444,78.3677,0.4108,0.1551,0.0347,0.5208,1.0,75
330,appi_shock,180.3809,180.3809,2178520.8392,12633.349,4456600.9855,10667.3425,9478.7688,313.4448,30.2406,13486.5148,10521.2312,0.2472,78.3677,0.4199,0.155,0.0347,0.5208,1.0,75
331,appi_shock,178.461,178.461,2179381.8626,11660.1373,4477236.1938,10676.0828,9470.0284,470.602,20.1232,13502.0159,10529.9716,0.2497,78.3677,0.4248,0.1545,0.0342,0.5274,1.0,77
332,appi_shock,181.2096,181.2096,2180227.6124,11009.6679,4497880.0125,10676.0828,9470.0284,456.2959,20.7541,13502.0159,10529.9716,0.2545,77.5515,0.4293,0.1528,0.0338,0.5338,1.0,79
333,appi_shock,176.1264,177.5854,2179396.4418,11610.8793,4518532.2886,10694.4599,9451.6513,466.4277,20.2639,13524.9873,10548.3487,0.2514,77.5515,0.4269,0.1533,0.0338,0.5338,1.0,79
334,appi_shock,181.3316,181.3316,2178710.1074,12439.724,4539176.253,10714.9394,9431.1718,308.7907,30.5423,13550.5866,10568.8282,0.2484,78.3677,0.4079,0.154,0.0338,0.5338,1.0,79
335,appi_shock,176.8295,177.7049,2178417.1951,12499.9145,4559813.3541,10734.1837,9411.9275,282.5856,33.3065,13574.642,10588.0725,0.2458,82.9564,0.4059,0.1537,0.0333,0.54,1.0,81
336,appi_shock,177.2969,177.2969,2179799.0847,10853.1484,4580447.526,10759.5341,9386.5772,333.0796,28.1812,13606.33,10613.4228,0.245,83.0365,0.4079,0.1534,0.0333,0.54,1.0,81
337,appi_shock,183.0983,183.0983,2179474.3355,11586.2071,4601095.5169,10773.1342,9372.977,259.101,36.175,13623.3302,10627.023,0.239,81.2685,0.4018,0.1542,0.0333,0.54,1.0,81
338,appi_shock,178.2827,179.4363,2178948.8978,12062.844,4621740.2602,10773.1342,9372.977,362.1652,25.8804,13623.3302,10627.023,0.2378,78.3677,0.4049,0.1538,0.0333,0.54,1.0,81
339,appi_shock,182.4914,182.4914,2181694.0007,9638.728,4642379.7492,10773.1342,9372.977,489.4448,19.1502,13623.3302,10627.023,0.2455,75.6611,0.4137,0.1542,0.0333,0.54,1.0,81
340,appi_shock,180.5729,180.5729,2179991.3129,11403.4578,4663046.6892,10820.4003,9325.7109,476.0392,19.5902,13682.4128,10674.2891,0.2537,74.5256,0.4234,0.1547,0.0333,0.54,1.0,81
341,appi_shock,181.059,181.059,2179748.1654,11766.5007,4683696.6024,10820.4003,9325.7109,569.9021,16.3637,13682.4128,10674.2891,0.255,74.0728,0.423,0.1538,0.0333,0.54,1.0,81
342,appi_shock,182.0837,182.0837,2182315.4467,9449.8228,4704344.084,10841.2329,9304.8783,412.1918,22.5741,13708.4535,10695.1217,0.2504,76.3082,0.416,0.1527,0.0333,0.54,1.0,81
343,appi_shock,183.8603,183.8603,2179591.4432,12631.5626,4725017.2385,10841.2329,9304.8783,379.171,24.5401,13708.4535,10695.1217,0.2449,81.2685,0.4029,0.1524,0.0333,0.54,1.0,81
344,appi_shock,186.5019,186.5019,2182209.2754,10756.26,4745663.1529,10939.5598,9206.5514,286.1914,32.1692,13831.3622,10793.4486,0.2385,81.2685,0.4004,0.151,0.0333,0.54,1.0,81
