day,scenario,appi,daily_ubi_amount,a_supply_total,a_unclaimed_total,a_decay_burn_total,b_supply_total,b_reserves,b_liabilities,reserve_coverage_ratio,crystallized_a_total,crystallized_b_total,top10_b_share,median_b_balance,gini_b,gini_integrity,virtual_stake_usage_rate,defense_quota_usage_rate,defense_quota_eligible_total
165,steady_village,95.3793,95.4974,973850.1044,5273.2044,803740.5431,3355.5895,16790.5217,162.9582,103.0357,4122.3003,3209.4783,0.2869,23.5249,0.4718,0.2223,0.1143,0.0,0
166,steady_village,96.303,96.303,975935.7528,5673.8976,812329.0441,3387.3405,16758.7707,90.9773,184.2083,4161.989,3241.2293,0.2881,23.5249,0.46,0.2227,0.1081,0.0,0
167,steady_village,97.664,97.664,976946.9551,7284.7017,820938.4017,3401.5817,16744.5295,101.0286,165.7405,4179.7905,3255.4705,0.289,23.4696,0.4637,0.2221,0.1081,0.0,0
168,steady_village,96.7101,96.7101,981395.6564,5322.9928,829557.8712,3401.5817,16744.5295,181.5833,92.214,4179.7905,3255.4705,0.2917,22.5584,0.4654,0.2213,0.1081,0.0,0
169,steady_village,99.0282,99.0282,983720.1807,5707.383,838221.8278,3413.8831,16732.2281,202.8431,82.4885,4195.1672,3267.7719,0.3038,21.1272,0.4777,0.2218,0.1081,0.0,0
170,steady_village,98.9023,98.9023,985237.7012,6816.7725,846909.0296,3452.9068,16693.2044,144.2872,115.6943,4249.3818,3306.7956,0.2994,22.5584,0.4731,0.2229,0.1053,0.0,0
171,steady_village,97.5614,97.5614,988555.3024,5981.9677,855611.4066,3452.9068,16693.2044,189.4586,88.11,4249.3818,3306.7956,0.3009,21.3349,0.4826,0.2222,0.1053,0.0,0
172,steady_village,99.7301,99.7301,990587.4367,6637.8511,864346.9596,3481.6098,16664.5014,210.611,79.1246,4285.2606,3335.4986,0.291,21.3349,0.4815,0.2209,0.1053,0.0,0
173,steady_village,100.7396,100.7396,993243.2571,6811.2074,873102.834,3509.9172,16636.194,246.9861,67.3568,4320.6448,3363.806,0.2942,21.1272,0.4813,0.2198,0.1053,0.0,0
174,steady_village,98.6243,98.7248,993673.9174,8931.9244,881885.2666,3518.2171,16627.8941,240.2866,69.2002,4331.0197,3372.1059,0.2922,21.1272,0.4835,0.2189,0.1053,0.0,0
175,steady_village,99.9598,99.9598,998805.4764,6475.769,890672.0057,3546.7056,16599.4056,237.5155,69.8877,4369.3479,3400.5944,0.2898,21.3349,0.4823,0.2164,0.125,0.0,0
176,steady_village,98.563,98.563,999643.3939,8112.0733,899510.0605,3564.6788,16581.4324,228.1187,72.6877,4391.8145,3418.5676,0.2908,21.3349,0.4829,0.2152,0.125,0.0,0
177,steady_village,100.1626,100.1626,1003055.8889,7371.8485,908356.4944,3564.6788,16581.4324,272.2116,60.9138,4391.8145,3418.5676,0.2947,21.3349,0.4867,0.2137,0.122,0.0,0
178,steady_village,100.3924,100.3924,1006548.3415,6505.3996,917237.0533,3591.2679,16554.8433,279.2492,59.2834,4425.0508,3445.1567,0.3035,21.3349,0.4853,0.2133,0.122,0.0,0
179,steady_village,99.7795,99.7795,1009206.3201,6390.9419,926152.5367,3607.6059,16538.5053,186.663,88.6009,4445.4733,3461.4947,0.2935,22.3883,0.4648,0.2122,0.122,0.0,0
